algorithm,variant,run,nfe,best_fit
SBOA,SHAP-CF,26,8906,3199.661306096964
SBOA,SHAP-CF,26,9231,3199.453951680684
SBOA,SHAP-CF,26,9249,3199.3107251784186
SBOA,SHAP-CF,26,9463,3196.3319755340594
SBOA,SHAP-CF,26,9838,3195.474369475198
SBOA,SHAP-CF,26,9996,3194.2490975980295
SBOA,SHAP-CF,27,1,139902.67607649596
SBOA,SHAP-CF,27,2,6099.319658869187
SBOA,SHAP-CF,27,16,5018.384436466084
SBOA,SHAP-CF,27,17,4067.3021197736625
SBOA,SHAP-CF,27,35,3892.4265215344617
SBOA,SHAP-CF,27,70,3840.554917719818
SBOA,SHAP-CF,27,160,3838.7691286863674
SBOA,SHAP-CF,27,181,3701.01490155098
SBOA,SHAP-CF,27,227,3530.6819735447475
SBOA,SHAP-CF,27,299,3469.2140873399026
SBOA,SHAP-CF,27,395,3395.3993608132528
SBOA,SHAP-CF,27,1212,3343.9975480919684
SBOA,SHAP-CF,27,2332,3335.4955721170004
SBOA,SHAP-CF,27,2432,3334.2827363692454
SBOA,SHAP-CF,27,5026,3332.4162419314653
SBOA,SHAP-CF,27,6926,3329.9890925518066
SBOA,SHAP-CF,27,7401,3323.171591758134
SBOA,SHAP-CF,27,7612,3319.2456107190055
SBOA,SHAP-CF,27,9302,3318.8905274541817
SBOA,SHAP-CF,27,9755,3318.168897591522
SBOA,SHAP-CF,27,9842,3317.573231034984
SBOA,SHAP-CF,27,9848,3317.5536898542073
SBOA,SHAP-CF,27,9898,3316.363423947109
SBOA,SHAP-CF,27,9995,3315.231462064269
SBOA,SHAP-CF,28,1,128514.24111147661
SBOA,SHAP-CF,28,3,3820.882627771217
SBOA,SHAP-CF,28,13,3669.9928094325196
SBOA,SHAP-CF,28,41,3357.8132057345947
SBOA,SHAP-CF,28,647,3353.0495227017545
SBOA,SHAP-CF,28,910,3327.5204943048107
SBOA,SHAP-CF,28,2855,3320.2275740345417
SBOA,SHAP-CF,28,3016,3309.8062692713115
SBOA,SHAP-CF,28,3198,3307.0853883960203
SBOA,SHAP-CF,28,3481,3304.7615631449257
SBOA,SHAP-CF,28,4248,3303.1029541135135
SBOA,SHAP-CF,28,4335,3302.188167155762
SBOA,SHAP-CF,28,4408,3301.3615231331473
SBOA,SHAP-CF,28,4548,3299.7175568762163
SBOA,SHAP-CF,28,4564,3296.279235378417
SBOA,SHAP-CF,28,4649,3292.882488775871
SBOA,SHAP-CF,28,4735,3292.5504506065167
SBOA,SHAP-CF,28,4918,3290.4510622900502
SBOA,SHAP-CF,28,4972,3280.1308035071306
SBOA,SHAP-CF,28,4996,3275.7125815166937
SBOA,SHAP-CF,28,5235,3249.6049335912453
SBOA,SHAP-CF,29,1,20657.29026488591
SBOA,SHAP-CF,29,3,6048.5107536634805
SBOA,SHAP-CF,29,16,4607.858912158039
SBOA,SHAP-CF,29,20,3843.7474960172553
SBOA,SHAP-CF,29,99,3722.491938512032
SBOA,SHAP-CF,29,200,3531.885189923721
SBOA,SHAP-CF,29,218,3401.450111240124
SBOA,SHAP-CF,29,310,3391.4998037687583
SBOA,SHAP-CF,29,363,3322.454811519355
SBOA,SHAP-CF,29,550,3312.8415731792247
SBOA,SHAP-CF,29,803,3295.5102437983774
SBOA,SHAP-CF,29,1430,3286.53883616921
SBOA,SHAP-CF,29,1702,3283.5944560665057
SBOA,SHAP-CF,29,1982,3279.917637073871
SBOA,SHAP-CF,29,4996,3278.2278447489753
SBOA,SHAP-CF,29,5260,3277.818324247782
SBOA,SHAP-CF,29,5581,3276.653727468821
SBOA,SHAP-CF,29,5725,3274.4740137606423
SBOA,SHAP-CF,29,6377,3262.46060129207
SBOA,SHAP-CF,29,6654,3261.244998209571
SBOA,SHAP-CF,29,6945,3259.3364938737236
SBOA,SHAP-CF,29,7322,3257.338435936876
SBOA,SHAP-CF,29,8098,3256.2607172040257
SBOA,SHAP-CF,29,8198,3256.058275877089
SBOA,SHAP-CF,2,1,331559.39649466524
SBOA,SHAP-CF,2,4,35092.46491187948
SBOA,SHAP-CF,2,10,4017.17949954121
SBOA,SHAP-CF,2,52,3574.761601851664
SBOA,SHAP-CF,2,127,3515.376313629163
SBOA,SHAP-CF,2,279,3419.663902252495
SBOA,SHAP-CF,2,303,3401.263854644331
SBOA,SHAP-CF,2,339,3358.6634215446325
SBOA,SHAP-CF,2,545,3298.253964086129
SBOA,SHAP-CF,2,893,3291.868684881477
SBOA,SHAP-CF,2,2182,3291.820200624571
SBOA,SHAP-CF,2,2362,3287.863514945203
SBOA,SHAP-CF,2,2464,3285.228635977401
SBOA,SHAP-CF,2,2695,3283.131455531647
SBOA,SHAP-CF,2,2919,3278.9531714122913
SBOA,SHAP-CF,2,3095,3268.942187184164
SBOA,SHAP-CF,2,3785,3261.434725895237
SBOA,SHAP-CF,2,3805,3260.967859471654
SBOA,SHAP-CF,2,3825,3258.021732148029
SBOA,SHAP-CF,2,4735,3257.784757931424
SBOA,SHAP-CF,2,5387,3250.2640215234114
SBOA,SHAP-CF,2,6189,3238.3367799389043
SBOA,SHAP-CF,2,6209,3230.1755368897157
SBOA,SHAP-CF,2,8068,3229.575209930119
SBOA,SHAP-CF,2,8187,3227.0692782349975
SBOA,SHAP-CF,2,8426,3225.2374118874345
SBOA,SHAP-CF,2,8626,3223.160539592547
SBOA,SHAP-CF,2,8870,3219.1055265841082
SBOA,SHAP-CF,2,9494,3216.7499900165967
SBOA,SHAP-CF,2,9518,3214.5539758425875
SBOA,SHAP-CF,2,9598,3213.654339745996
SBOA,SHAP-CF,2,9603,3208.8549238594646
SBOA,SHAP-CF,2,9663,3205.590588079245
SBOA,SHAP-CF,2,9961,3205.555789808807
SBOA,SHAP-CF,3,1,35475.036950028705
SBOA,SHAP-CF,3,6,21873.19645967044
SBOA,SHAP-CF,3,29,4005.999661722894
SBOA,SHAP-CF,3,98,3994.6753340934333
SBOA,SHAP-CF,3,127,3737.1793601412655
SBOA,SHAP-CF,3,173,3691.9564919506606
SBOA,SHAP-CF,3,187,3433.560122530671
SBOA,SHAP-CF,3,319,3334.44937950248
SBOA,SHAP-CF,3,419,3328.8806103729667
SBOA,SHAP-CF,3,734,3280.8654501898445
SBOA,SHAP-CF,3,766,3279.357422785726
SBOA,SHAP-CF,3,800,3263.0962169341437
SBOA,SHAP-CF,3,2650,3262.471939388309
SBOA,SHAP-CF,3,2735,3260.8764847990083
SBOA,SHAP-CF,3,2850,3257.9529519058588
SBOA,SHAP-CF,3,2859,3253.8082538263175
SBOA,SHAP-CF,3,3132,3251.3762720773657
SBOA,SHAP-CF,3,3855,3251.182138885662
SBOA,SHAP-CF,3,3921,3243.291562567467
SBOA,SHAP-CF,3,3978,3241.167142630439
SBOA,SHAP-CF,3,5241,3239.9655627653024
SBOA,SHAP-CF,3,5278,3236.5127196376634
SBOA,SHAP-CF,3,5441,3236.25983087929
SBOA,SHAP-CF,3,5529,3233.877432701232
SBOA,SHAP-CF,3,5559,3231.118067791668
SBOA,SHAP-CF,3,5564,3217.5781416480067
SBOA,SHAP-CF,3,5982,3214.754855050955
SBOA,SHAP-CF,3,6760,3206.9314448301
SBOA,SHAP-CF,3,7244,3202.2051080320007
SBOA,SHAP-CF,3,8061,3197.9165134619207
SBOA,SHAP-CF,3,8711,3197.383058399955
SBOA,SHAP-CF,3,9007,3195.9855191920433
SBOA,SHAP-CF,3,9144,3191.4762744024106
SBOA,SHAP-CF,3,9185,3190.550273221034
SBOA,SHAP-CF,3,9398,3188.2704412620383
SBOA,SHAP-CF,3,9761,3188.223416731726
SBOA,SHAP-CF,3,9773,3179.2514567929966
SBOA,SHAP-CF,4,1,914187.0418787492
SBOA,SHAP-CF,4,2,701741.5790612336
SBOA,SHAP-CF,4,3,232071.4111602108
SBOA,SHAP-CF,4,13,221622.65264845296
SBOA,SHAP-CF,4,16,36242.92026859089
SBOA,SHAP-CF,4,21,5294.759618324197
SBOA,SHAP-CF,4,27,4841.411603302499
SBOA,SHAP-CF,4,32,3549.3778498723123
SBOA,SHAP-CF,4,199,3393.740575345521
SBOA,SHAP-CF,4,406,3342.5219685797238
SBOA,SHAP-CF,4,449,3339.265755402846
SBOA,SHAP-CF,4,488,3329.0297962967848
SBOA,SHAP-CF,4,880,3302.2308178509516
SBOA,SHAP-CF,4,1218,3296.111929346129
SBOA,SHAP-CF,4,1320,3290.866739958333
SBOA,SHAP-CF,4,1350,3286.8177752773513
SBOA,SHAP-CF,4,1426,3282.718879782272
SBOA,SHAP-CF,4,1474,3280.9209527799144
SBOA,SHAP-CF,4,1545,3256.8490410196023
SBOA,SHAP-CF,4,1653,3253.246438134285
SBOA,SHAP-CF,4,3329,3250.8353016710876
SBOA,SHAP-CF,4,4125,3246.699015831929
SBOA,SHAP-CF,4,4253,3242.587435545925
SBOA,SHAP-CF,4,5914,3242.435717923991
SBOA,SHAP-CF,4,6098,3240.9437829954272
SBOA,SHAP-CF,4,6307,3240.58494373623
SBOA,SHAP-CF,4,6423,3230.498106661343
SBOA,SHAP-CF,4,7260,3224.920234352979
SBOA,SHAP-CF,4,8013,3216.777089218468
SBOA,SHAP-CF,4,9079,3215.8280425676953
SBOA,SHAP-CF,4,9284,3212.3800359054526
SBOA,SHAP-CF,4,9410,3209.0977843012092
SBOA,SHAP-CF,4,9872,3208.331074428778
SBOA,SHAP-CF,5,1,5436.253423724145
SBOA,SHAP-CF,5,3,4874.319859922629
SBOA,SHAP-CF,5,5,4071.9018995891083
SBOA,SHAP-CF,5,26,3711.150721017857
SBOA,SHAP-CF,5,52,3667.5922203643886
SBOA,SHAP-CF,5,87,3590.919135681832
SBOA,SHAP-CF,5,251,3506.1243331976143
SBOA,SHAP-CF,5,257,3328.7353881465046
SBOA,SHAP-CF,5,1537,3326.8650792959843
SBOA,SHAP-CF,5,2693,3312.6827691213657
SBOA,SHAP-CF,5,2713,3307.019092509252
SBOA,SHAP-CF,5,3004,3250.350481416689
SBOA,SHAP-CF,6,1,569680.9698277263
SBOA,SHAP-CF,6,2,4436.245463519558
SBOA,SHAP-CF,6,29,4013.4894894866425
SBOA,SHAP-CF,6,37,3809.11752065204
SBOA,SHAP-CF,6,128,3492.1511132711553
SBOA,SHAP-CF,6,307,3412.3874109548883
SBOA,SHAP-CF,6,344,3387.2052604695755
SBOA,SHAP-CF,6,1066,3381.815521613787
SBOA,SHAP-CF,6,1157,3294.374978557074
SBOA,SHAP-CF,6,1366,3277.679613737303
SBOA,SHAP-CF,6,1530,3275.518178159455
SBOA,SHAP-CF,6,1589,3252.2244234741443
SBOA,SHAP-CF,6,2164,3250.2631904397754
SBOA,SHAP-CF,6,2889,3246.7432180861065
SBOA,SHAP-CF,6,5564,3245.2967223477062
SBOA,SHAP-CF,6,5748,3238.715612383749
SBOA,SHAP-CF,6,6352,3235.6807757288984
SBOA,SHAP-CF,6,7516,3235.530576002613
SBOA,SHAP-CF,6,8509,3235.0355840315315
SBOA,SHAP-CF,6,9029,3229.3520655288125
SBOA,SHAP-CF,6,9173,3227.9476616906054
SBOA,SHAP-CF,6,9183,3226.6995767321055
SBOA,SHAP-CF,6,9241,3225.606160335528
SBOA,SHAP-CF,7,1,148625.8222697349
SBOA,SHAP-CF,7,4,33330.22892812159
SBOA,SHAP-CF,7,7,4552.100471806421
SBOA,SHAP-CF,7,34,3483.1003694038327
SBOA,SHAP-CF,7,178,3468.505153076917
SBOA,SHAP-CF,7,228,3370.055957383027
SBOA,SHAP-CF,7,280,3346.852628339041
SBOA,SHAP-CF,7,595,3329.6949204995676
SBOA,SHAP-CF,7,1278,3329.299126960467
SBOA,SHAP-CF,7,1426,3328.1300868231024
SBOA,SHAP-CF,7,1591,3323.525647141349
SBOA,SHAP-CF,7,1631,3318.827062602805
SBOA,SHAP-CF,7,1636,3318.52043066618
SBOA,SHAP-CF,7,1649,3306.158221139529
SBOA,SHAP-CF,7,1835,3299.2700203847207
SBOA,SHAP-CF,7,1920,3269.623133737314
SBOA,SHAP-CF,7,2451,3267.0438681482556
SBOA,SHAP-CF,7,3613,3265.3951194527785
SBOA,SHAP-CF,7,4299,3245.1781895492395
SBOA,SHAP-CF,7,4319,3244.6185774930714
SBOA,SHAP-CF,7,4972,3243.4078121337025
SBOA,SHAP-CF,7,6055,3241.927887804348
SBOA,SHAP-CF,7,7066,3237.6159163539965
SBOA,SHAP-CF,7,7172,3236.182942720095
SBOA,SHAP-CF,7,8359,3231.1372079572425
SBOA,SHAP-CF,7,8381,3227.801232121728
SBOA,SHAP-CF,7,8496,3223.5912266308787
SBOA,SHAP-CF,7,8698,3217.2984423284656
SBOA,SHAP-CF,7,8813,3214.9559622160227
SBOA,SHAP-CF,7,9709,3199.627054644264
SBOA,SHAP-CF,8,1,384019.1847113142
SBOA,SHAP-CF,8,2,279609.21266130096
SBOA,SHAP-CF,8,4,266525.99145893566
SBOA,SHAP-CF,8,5,231448.83171912137
SBOA,SHAP-CF,8,13,204934.58319035207
SBOA,SHAP-CF,8,16,52506.988930138854
SBOA,SHAP-CF,8,25,4177.917636209188
SBOA,SHAP-CF,8,48,3709.4552305777956
SBOA,SHAP-CF,8,127,3601.292671129362
SBOA,SHAP-CF,8,297,3553.7172700272604
SBOA,SHAP-CF,8,403,3550.0091089096463
SBOA,SHAP-CF,8,705,3525.936742639227
SBOA,SHAP-CF,8,919,3511.348662340911
SBOA,SHAP-CF,8,1689,3450.254366249602
SBOA,SHAP-CF,8,1767,3397.4896709645673
SBOA,SHAP-CF,8,1776,3390.9878599395433
SBOA,SHAP-CF,8,1821,3309.7827085746944
SBOA,SHAP-CF,8,1969,3293.3748656742796
SBOA,SHAP-CF,8,2277,3289.0635830440942
SBOA,SHAP-CF,8,2575,3287.5273061005296
SBOA,SHAP-CF,8,2803,3283.8063969464715
SBOA,SHAP-CF,8,3323,3279.893131313211
SBOA,SHAP-CF,8,3786,3253.691526938194
SBOA,SHAP-CF,8,5634,3253.505511178143
SBOA,SHAP-CF,8,5836,3252.6170753984766
SBOA,SHAP-CF,8,6000,3250.583054921706
SBOA,SHAP-CF,8,6209,3245.1317260224523
SBOA,SHAP-CF,8,6289,3245.1058024426898
SBOA,SHAP-CF,8,6318,3244.872563696173
SBOA,SHAP-CF,8,6679,3243.0305093972834
SBOA,SHAP-CF,8,6974,3238.6845018786967
SBOA,SHAP-CF,8,7050,3238.6465644274813
SBOA,SHAP-CF,8,7165,3235.0383562617963
SBOA,SHAP-CF,8,7331,3229.240978217644
SBOA,SHAP-CF,8,8144,3221.0000656685966
SBOA,SHAP-CF,9,1,184032.97548467686
SBOA,SHAP-CF,9,3,4487.587050950494
SBOA,SHAP-CF,9,19,4027.446155356199
SBOA,SHAP-CF,9,20,3832.4327508441947
SBOA,SHAP-CF,9,29,3800.683076528489
SBOA,SHAP-CF,9,37,3589.232250501531
SBOA,SHAP-CF,9,358,3584.079234645873
SBOA,SHAP-CF,9,638,3538.0207080440273
SBOA,SHAP-CF,9,886,3502.0136014718178
SBOA,SHAP-CF,9,1059,3446.359691971635
SBOA,SHAP-CF,9,2045,3430.1688677484503
SBOA,SHAP-CF,9,2770,3423.1661435196825
SBOA,SHAP-CF,9,3030,3420.266216350812
SBOA,SHAP-CF,9,3104,3410.8443438348445
SBOA,SHAP-CF,9,3602,3397.018397550287
SBOA,SHAP-CF,9,3771,3379.650479905082
SBOA,SHAP-CF,9,4697,3377.094533469155
SBOA,SHAP-CF,9,4721,3375.261964801946
SBOA,SHAP-CF,9,4962,3357.368539211627
SBOA,SHAP-CF,9,5491,3336.998726524858
SBOA,SHAP-CF,9,6777,3336.0183079070043
SBOA,SHAP-CF,9,6825,3333.046055329691
SBOA,SHAP-CF,9,6895,3330.0591903685163
SBOA,SHAP-CF,9,6904,3325.880177457358
SBOA,SHAP-CF,9,7047,3315.541765144482
SBOA,SHAP-CF,9,7063,3313.2767877965903
SBOA,SHAP-CF,9,7192,3308.799442538115
SBOA,SHAP-CF,9,7232,3292.383666517412
SBOA,SHAP-CF,9,7376,3291.944468403923
SBOA,SHAP-CF,9,7629,3286.10571123767
SBOA,SHAP-CF,9,8326,3281.0463659084535
SBOA,SHAP-CF,9,8473,3280.7789099470174
SBOA,SHAP-CF,9,8602,3270.7426299385593
SBOA,SHAP-CF,9,8672,3263.045824388617
SBOA,SHAP-CF,9,8823,3262.4935101682995
SBOA,SHAP-CF,9,8981,3262.4442746934747
SBOA,SHAP-CF,9,9033,3235.870955886236
SBOA,SHAP-CF,9,9717,3232.7329654507816
SBOA,SHAP-CF,9,9886,3232.1909809146723
SBOA,SHAP-CF,9,9985,3231.6055306165495
SBOA,Standard,0,1,5478.372552132557
SBOA,Standard,0,3,4214.160613541586
SBOA,Standard,0,11,3850.074599355971
SBOA,Standard,0,17,3774.4526986223973
SBOA,Standard,0,149,3348.674284525572
SBOA,Standard,0,567,3332.7883810456883
SBOA,Standard,0,673,3330.350968536139
SBOA,Standard,0,680,3322.9609133517965
SBOA,Standard,0,725,3322.7022346213753
SBOA,Standard,0,795,3314.397861082354
SBOA,Standard,0,915,3311.3909272844908
SBOA,Standard,0,986,3294.294435601642
SBOA,Standard,0,1460,3290.2808947650033
SBOA,Standard,0,1994,3289.4707187340323
SBOA,Standard,0,2004,3286.3024200265827
SBOA,Standard,0,2138,3281.456389779845
SBOA,Standard,0,2175,3280.5287643317397
SBOA,Standard,0,2253,3276.389634974827
SBOA,Standard,0,2397,3275.0092048068864
SBOA,Standard,0,2494,3274.7004274290675
SBOA,Standard,0,2559,3267.252834177746
SBOA,Standard,0,2664,3256.404490181697
SBOA,Standard,0,3288,3255.7892023931227
SBOA,Standard,0,3405,3254.333494599821
SBOA,Standard,0,3406,3248.9420457077795
SBOA,Standard,0,3749,3248.7881083452176
SBOA,Standard,0,4077,3241.350047910698
SBOA,Standard,0,4204,3236.386527254702
SBOA,Standard,0,4757,3234.603951088854
SBOA,Standard,0,4871,3234.0023895375616
SBOA,Standard,0,4892,3223.9657081847627
SBOA,Standard,0,5324,3219.6115822667066
SBOA,Standard,0,5835,3217.999032587981
SBOA,Standard,0,5925,3217.731818094262
SBOA,Standard,0,6209,3216.7192802356235
SBOA,Standard,0,6405,3215.1293570489615
SBOA,Standard,0,6721,3211.116244696742
SBOA,Standard,0,6938,3207.0753989998784
SBOA,Standard,0,7268,3206.3203035420534
SBOA,Standard,0,7697,3200.0183003261636
SBOA,Standard,0,8070,3199.9913424400006
SBOA,Standard,0,8110,3199.9454395678895
SBOA,Standard,0,8112,3199.159130604152
SBOA,Standard,0,8180,3199.1120517784825
SBOA,Standard,0,8705,3198.4860038129914
SBOA,Standard,0,8802,3197.4705354549483
SBOA,Standard,0,8967,3195.7662735380504
SBOA,Standard,0,9044,3195.6790191799028
SBOA,Standard,0,9290,3194.0670269283555
SBOA,Standard,0,9337,3193.7621547042727
SBOA,Standard,0,9361,3193.5899242311502
SBOA,Standard,0,9387,3191.3648040678304
SBOA,Standard,0,9548,3188.737620998954
SBOA,Standard,0,9923,3183.358630455818
SBOA,Standard,10,1,1033047.2300812693
SBOA,Standard,10,2,874596.964516325
SBOA,Standard,10,3,33377.42799088858
SBOA,Standard,10,4,3495.288775672446
SBOA,Standard,10,231,3420.935986268062
SBOA,Standard,10,314,3417.5861588819484
SBOA,Standard,10,326,3330.224245308379
SBOA,Standard,10,452,3321.504608060208
SBOA,Standard,10,536,3315.2413226311965
SBOA,Standard,10,1011,3312.488072848124
SBOA,Standard,10,1099,3311.2450316792897
SBOA,Standard,10,1202,3310.642324143958
SBOA,Standard,10,1359,3304.7727383185847
SBOA,Standard,10,1425,3302.828714699703
SBOA,Standard,10,1533,3299.0537375333465
SBOA,Standard,10,1713,3296.710546525937
SBOA,Standard,10,1892,3296.070181275822
SBOA,Standard,10,2145,3295.6073554763293
SBOA,Standard,10,2230,3283.6008081498035
SBOA,Standard,10,2306,3274.8197717527814
SBOA,Standard,10,3056,3272.7687879839796
SBOA,Standard,10,3344,3271.278282997875
SBOA,Standard,10,3833,3270.760479887562
SBOA,Standard,10,3840,3270.7203232296774
SBOA,Standard,10,3918,3270.5841955052147
SBOA,Standard,10,4091,3270.3728126472297
SBOA,Standard,10,4095,3267.3637692680877
SBOA,Standard,10,4183,3266.848829476433
SBOA,Standard,10,4311,3261.1136412354053
SBOA,Standard,10,4424,3258.8097593701536
SBOA,Standard,10,4527,3258.783356314763
SBOA,Standard,10,4856,3255.1973230167505
SBOA,Standard,10,4903,3254.745841281287
SBOA,Standard,10,4958,3252.576391534071
SBOA,Standard,10,5020,3248.094433433366
SBOA,Standard,10,5092,3247.4794665969116
SBOA,Standard,10,5193,3246.515438809769
SBOA,Standard,10,5204,3243.946349220187
SBOA,Standard,10,5481,3242.2137707001234
SBOA,Standard,10,5547,3238.18566983664
SBOA,Standard,10,5690,3236.35106063556
SBOA,Standard,10,5965,3233.0489092878474
SBOA,Standard,10,6079,3231.1382323018693
SBOA,Standard,10,6219,3229.967851673312
SBOA,Standard,10,6248,3229.0746102014564
SBOA,Standard,10,6397,3227.6659318164693
SBOA,Standard,10,6632,3225.414084970451
SBOA,Standard,10,6643,3221.060383428509
SBOA,Standard,10,6793,3218.4717497319516
SBOA,Standard,10,7101,3216.3972348578764
SBOA,Standard,10,7257,3204.6172087012774
SBOA,Standard,10,7446,3201.934118796083
SBOA,Standard,10,7940,3200.403349008304
SBOA,Standard,10,8408,3198.6233707950905
SBOA,Standard,10,8467,3190.9532874260817
SBOA,Standard,10,8723,3190.4287815029497
SBOA,Standard,10,8829,3189.4183493834175
SBOA,Standard,10,9033,3188.7813410185713
SBOA,Standard,10,9035,3187.55380258524
SBOA,Standard,10,9137,3187.4079915386496
SBOA,Standard,10,9239,3186.95827685789
SBOA,Standard,10,9767,3181.3948992719675
SBOA,Standard,10,9848,3179.5935135941263
SBOA,Standard,11,1,595417.8838060445
SBOA,Standard,11,2,6563.8218655708015
SBOA,Standard,11,4,4715.002358346397
SBOA,Standard,11,13,3730.622014449542
SBOA,Standard,11,148,3543.4167123024954
SBOA,Standard,11,160,3455.2221262789108
SBOA,Standard,11,170,3361.8663707176047
SBOA,Standard,11,569,3351.5854758246774
SBOA,Standard,11,608,3336.0225953512404
SBOA,Standard,11,646,3321.4095842778124
SBOA,Standard,11,750,3305.6181837811564
SBOA,Standard,11,1051,3290.754703513653
SBOA,Standard,11,1175,3290.5475846353443
SBOA,Standard,11,1665,3287.662520528223
SBOA,Standard,11,1798,3287.6526065013345
SBOA,Standard,11,1828,3287.5532599397625
SBOA,Standard,11,1882,3284.6636036780505
SBOA,Standard,11,1917,3282.2275086391533
SBOA,Standard,11,2016,3274.65128849159
SBOA,Standard,11,2245,3271.486384459221
SBOA,Standard,11,2534,3265.244139623486
SBOA,Standard,11,2618,3264.747582846824
SBOA,Standard,11,2777,3261.802863543129
SBOA,Standard,11,2869,3261.460646770399
SBOA,Standard,11,2921,3260.9678982943597
SBOA,Standard,11,3174,3258.359216036593
SBOA,Standard,11,3462,3256.019574546539
SBOA,Standard,11,3589,3253.4283489416666
SBOA,Standard,11,3807,3249.113702614502
SBOA,Standard,11,4350,3248.619487648719
SBOA,Standard,11,4380,3248.470571804572
SBOA,Standard,11,4484,3245.0626059644737
SBOA,Standard,11,4502,3240.4634117429587
SBOA,Standard,11,4812,3240.207131574267
SBOA,Standard,11,5233,3235.729006812996
SBOA,Standard,11,5314,3228.294931445843
SBOA,Standard,11,5700,3228.1064596801143
SBOA,Standard,11,5810,3226.9214782043846
SBOA,Standard,11,5837,3224.238397283825
SBOA,Standard,11,6271,3220.8448684517366
SBOA,Standard,11,6375,3219.3551550186476
SBOA,Standard,11,6564,3217.1257136826525
SBOA,Standard,11,6790,3213.5182336109474
SBOA,Standard,11,6966,3210.6212574409956
SBOA,Standard,11,6991,3210.0244974536276
SBOA,Standard,11,7207,3209.847638269285
SBOA,Standard,11,7233,3208.2991635876633
SBOA,Standard,11,7293,3206.248114558843
SBOA,Standard,11,7457,3204.917775512271
SBOA,Standard,11,7508,3200.725796600028
SBOA,Standard,11,7637,3200.108027453339
SBOA,Standard,11,7650,3200.01283069581
SBOA,Standard,11,7816,3199.6977750526225
SBOA,Standard,11,7856,3191.882716946879
SBOA,Standard,11,7930,3191.5958081713625
SBOA,Standard,11,8417,3190.048130623725
SBOA,Standard,11,8666,3188.74265389618
SBOA,Standard,11,9051,3186.4753952562714
SBOA,Standard,11,9205,3185.498572957065
SBOA,Standard,11,9751,3181.2608412030427
SBOA,Standard,11,9979,3180.5535179183644
SBOA,Standard,12,1,22217.04107995504
SBOA,Standard,12,7,6531.3055888693925
SBOA,Standard,12,10,4557.294441577621
SBOA,Standard,12,27,4350.82275237057
SBOA,Standard,12,33,3462.4309496982123
SBOA,Standard,12,346,3437.2117737376666
SBOA,Standard,12,837,3351.982096409945
SBOA,Standard,12,1598,3348.982891954141
SBOA,Standard,12,1799,3307.691071764267
SBOA,Standard,12,2295,3305.4261765040337
SBOA,Standard,12,2679,3289.22068037458
SBOA,Standard,12,3015,3284.7391019977204
SBOA,Standard,12,3154,3282.936027056655
SBOA,Standard,12,3287,3278.6852598177766
SBOA,Standard,12,3479,3277.0524717463936
SBOA,Standard,12,3688,3276.4716733562614
SBOA,Standard,12,3922,3273.53378508269
SBOA,Standard,12,4439,3273.2279123207386
SBOA,Standard,12,4497,3271.9260346845604
SBOA,Standard,12,4682,3271.8332437525546
SBOA,Standard,12,4825,3268.436260474057
SBOA,Standard,12,4922,3267.3763425671978
SBOA,Standard,12,5280,3256.84320385023
SBOA,Standard,12,5714,3251.44899809309
SBOA,Standard,12,6102,3251.2963400711174
SBOA,Standard,12,6155,3245.8605435479503
SBOA,Standard,12,6182,3241.55256150799
SBOA,Standard,12,6833,3241.117914206576
SBOA,Standard,12,6979,3239.2522182204048
SBOA,Standard,12,7229,3238.0009434191215
SBOA,Standard,12,7313,3236.38617893341
SBOA,Standard,12,7370,3233.2006934089195
SBOA,Standard,12,7726,3231.688009431767
SBOA,Standard,12,7887,3231.3697842599604
SBOA,Standard,12,8108,3229.9106012711954
SBOA,Standard,12,8394,3222.968576130922
SBOA,Standard,12,8524,3222.8683758864336
SBOA,Standard,12,8816,3220.816529727717
SBOA,Standard,12,9422,3218.976173248728
SBOA,Standard,12,9532,3218.6384506318705
SBOA,Standard,12,9573,3217.6553981855623
SBOA,Standard,12,9872,3217.153670780682
SBOA,Standard,12,9940,3217.0598522750915
SBOA,Standard,12,9950,3216.4370732333355
SBOA,Standard,12,9972,3212.6848417295273
SBOA,Standard,13,1,1067597.1002353567
SBOA,Standard,13,2,160610.97865643358
SBOA,Standard,13,3,3987.681823415277
SBOA,Standard,13,12,3889.5766216513366
SBOA,Standard,13,18,3783.4274837596695
SBOA,Standard,13,185,3779.790193374967
SBOA,Standard,13,233,3603.344442019325
SBOA,Standard,13,284,3553.6881271898023
SBOA,Standard,13,338,3512.569634433077
SBOA,Standard,13,407,3493.0665908764836
SBOA,Standard,13,556,3482.8311892188776
SBOA,Standard,13,616,3474.224600866469
SBOA,Standard,13,625,3344.7643689309857
SBOA,Standard,13,769,3309.702623235624
SBOA,Standard,13,3142,3305.869847540312
SBOA,Standard,13,3446,3258.441850234815
SBOA,Standard,13,4352,3255.645636350041
SBOA,Standard,13,6029,3254.4327674567626
SBOA,Standard,13,6401,3251.6365032957024
SBOA,Standard,13,6476,3245.9683803177472
SBOA,Standard,13,6744,3243.5420737800123
SBOA,Standard,13,7020,3243.192348793423
SBOA,Standard,13,7234,3241.3274738694727
SBOA,Standard,13,7399,3235.347706232541
SBOA,Standard,13,7857,3230.5264367963914
SBOA,Standard,13,8120,3229.7786848692053
SBOA,Standard,13,8242,3229.5757879373996
SBOA,Standard,13,8301,3228.533537989254
SBOA,Standard,13,8516,3223.86443441076
